Packetlevel,Neighbour,Component,Depth,Train_AUC,Test_AUC,Train_TPR,Test_TPR,Train_FPR,Test_FPR
5,20,11,2,1.0,0.998,0.981982,0.904762,0.774775,0.857143
5,20,11,3,1.0,0.998,1.0,0.904762,0.774775,0.892857
5,20,11,4,1.0,0.998,1.0,0.880952,0.774775,0.833333
5,20,11,5,1.0,0.998,1.0,0.880952,0.774775,0.833333
5,20,11,6,1.0,0.998,1.0,0.880952,0.774775,0.857143
5,20,11,7,1.0,0.998,1.0,0.880952,0.774775,0.833333
5,20,11,8,1.0,0.998,1.0,0.880952,0.774775,0.845238
5,20,11,9,1.0,0.998,1.0,0.880952,0.774775,0.845238
5,20,11,10,1.0,0.998,1.0,0.880952,0.774775,0.845238
5,20,11,11,1.0,0.998,1.0,0.880952,0.774775,0.845238
5,20,12,2,1.0,0.998,0.981982,0.904762,0.774775,0.857143
5,20,12,3,1.0,0.998,1.0,0.880952,0.774775,0.857143
5,20,12,4,1.0,0.998,1.0,0.904762,0.774775,0.857143
5,20,12,5,1.0,0.998,1.0,0.904762,0.774775,0.857143
5,20,12,6,1.0,0.998,1.0,0.880952,0.774775,0.833333
5,20,12,7,1.0,0.998,1.0,0.880952,0.774775,0.833333
5,20,12,8,1.0,0.998,1.0,0.880952,0.774775,0.833333
5,20,12,9,1.0,0.998,1.0,0.880952,0.774775,0.833333
5,20,12,10,1.0,0.998,1.0,0.880952,0.774775,0.833333
5,20,12,11,1.0,0.998,1.0,0.880952,0.774775,0.833333
5,24,5,2,1.0,0.998,0.981982,0.904762,0.783784,0.857143
5,24,5,3,1.0,0.998,1.0,0.880952,0.774775,0.845238
5,24,5,4,1.0,0.998,1.0,0.904762,0.774775,0.857143
5,24,5,5,1.0,0.998,1.0,0.857143,0.774775,0.845238
5,24,5,6,1.0,0.998,1.0,0.857143,0.774775,0.821429
5,24,5,7,1.0,0.998,1.0,0.880952,0.774775,0.845238
5,24,5,8,1.0,0.998,1.0,0.857143,0.774775,0.845238
5,24,5,9,1.0,0.998,1.0,0.857143,0.774775,0.845238
5,24,5,10,1.0,0.998,1.0,0.857143,0.774775,0.845238
5,24,5,11,1.0,0.998,1.0,0.857143,0.774775,0.845238
5,24,6,2,1.0,0.998,0.981982,0.880952,0.774775,0.904762
5,24,6,3,1.0,0.998,1.0,0.857143,0.774775,0.869048
5,24,6,4,1.0,0.998,1.0,0.880952,0.774775,0.916667
5,24,6,5,1.0,0.997,1.0,0.857143,0.774775,0.880952
5,24,6,6,1.0,0.997,1.0,0.833333,0.774775,0.845238
5,24,6,7,1.0,0.997,1.0,0.857143,0.774775,0.869048
5,24,6,8,1.0,0.997,1.0,0.833333,0.774775,0.845238
5,24,6,9,1.0,0.997,1.0,0.833333,0.774775,0.845238
5,24,6,10,1.0,0.997,1.0,0.833333,0.774775,0.845238
5,24,6,11,1.0,0.997,1.0,0.833333,0.774775,0.845238
5,24,7,2,1.0,0.998,1.0,0.952381,0.783784,0.952381
5,24,7,3,1.0,0.997,1.0,0.928571,0.774775,0.916667
5,24,7,4,1.0,0.997,1.0,0.904762,0.774775,0.928571
5,24,7,5,1.0,0.997,1.0,0.880952,0.774775,0.892857
5,24,7,6,1.0,0.997,1.0,0.857143,0.774775,0.904762
5,24,7,7,1.0,0.997,1.0,0.857143,0.774775,0.904762
5,24,7,8,1.0,0.997,1.0,0.857143,0.774775,0.904762
5,24,7,9,1.0,0.997,1.0,0.857143,0.774775,0.904762
5,24,7,10,1.0,0.997,1.0,0.857143,0.774775,0.904762
5,24,7,11,1.0,0.997,1.0,0.857143,0.774775,0.904762
5,24,8,2,1.0,0.998,1.0,0.928571,0.783784,0.916667
5,24,8,3,1.0,0.997,1.0,0.928571,0.774775,0.928571
5,24,8,4,1.0,0.997,1.0,0.904762,0.774775,0.916667
5,24,8,5,1.0,0.997,1.0,0.880952,0.774775,0.904762
5,24,8,6,1.0,0.997,1.0,0.880952,0.774775,0.904762
5,24,8,7,1.0,0.997,1.0,0.857143,0.774775,0.880952
5,24,8,8,1.0,0.997,1.0,0.857143,0.774775,0.880952
5,24,8,9,1.0,0.997,1.0,0.857143,0.774775,0.880952
5,24,8,10,1.0,0.997,1.0,0.857143,0.774775,0.880952
5,24,8,11,1.0,0.997,1.0,0.857143,0.774775,0.880952
5,24,9,2,1.0,0.998,1.0,0.928571,0.783784,0.916667
5,24,9,3,1.0,0.997,1.0,0.928571,0.774775,0.928571
5,24,9,4,1.0,0.997,1.0,0.904762,0.774775,0.916667
5,24,9,5,1.0,0.997,1.0,0.880952,0.774775,0.916667
5,24,9,6,1.0,0.997,1.0,0.857143,0.774775,0.880952
5,24,9,7,1.0,0.997,1.0,0.880952,0.774775,0.904762
5,24,9,8,1.0,0.997,1.0,0.857143,0.774775,0.880952
5,24,9,9,1.0,0.997,1.0,0.857143,0.774775,0.880952
5,24,9,10,1.0,0.997,1.0,0.857143,0.774775,0.880952
5,24,9,11,1.0,0.997,1.0,0.857143,0.774775,0.880952
5,24,10,2,1.0,0.998,1.0,0.928571,0.783784,0.928571
5,24,10,3,1.0,0.997,1.0,0.928571,0.774775,0.964286
5,24,10,4,1.0,0.997,1.0,0.928571,0.774775,0.928571
5,24,10,5,1.0,0.997,1.0,0.904762,0.774775,0.928571
5,24,10,6,1.0,0.997,1.0,0.880952,0.774775,0.892857
5,24,10,7,1.0,0.997,1.0,0.880952,0.774775,0.904762
5,24,10,8,1.0,0.997,1.0,0.880952,0.774775,0.904762
5,24,10,9,1.0,0.997,1.0,0.880952,0.774775,0.904762
5,24,10,10,1.0,0.997,1.0,0.880952,0.774775,0.904762
5,24,10,11,1.0,0.997,1.0,0.880952,0.774775,0.904762
5,24,11,2,1.0,0.998,1.0,0.928571,0.783784,0.928571
5,24,11,3,1.0,0.997,1.0,0.904762,0.774775,0.940476
5,24,11,4,1.0,0.998,1.0,0.928571,0.774775,0.928571
5,24,11,5,1.0,0.997,1.0,0.928571,0.774775,0.952381
5,24,11,6,1.0,0.997,1.0,0.904762,0.774775,0.916667
5,24,11,7,1.0,0.997,1.0,0.904762,0.774775,0.952381
5,24,11,8,1.0,0.997,1.0,0.880952,0.774775,0.928571
5,24,11,9,1.0,0.997,1.0,0.880952,0.774775,0.928571
5,24,11,10,1.0,0.997,1.0,0.880952,0.774775,0.928571
5,24,11,11,1.0,0.997,1.0,0.880952,0.774775,0.928571
5,24,12,2,1.0,0.998,1.0,0.928571,0.774775,0.940476
5,24,12,3,1.0,0.997,1.0,0.928571,0.774775,0.928571
5,24,12,4,1.0,0.997,1.0,0.928571,0.774775,0.940476
5,24,12,5,1.0,0.997,1.0,0.904762,0.774775,0.952381
5,24,12,6,1.0,0.997,1.0,0.904762,0.774775,0.97619
5,24,12,7,1.0,0.997,1.0,0.904762,0.774775,0.97619
5,24,12,8,1.0,0.997,1.0,0.880952,0.774775,0.964286
5,24,12,9,1.0,0.997,1.0,0.880952,0.774775,0.964286
5,24,12,10,1.0,0.997,1.0,0.880952,0.774775,0.964286
5,24,12,11,1.0,0.997,1.0,0.880952,0.774775,0.964286
5,28,5,2,1.0,0.998,0.981982,0.904762,0.783784,0.880952
5,28,5,3,1.0,0.998,1.0,0.928571,0.774775,0.928571
5,28,5,4,1.0,0.998,1.0,0.880952,0.774775,0.892857
5,28,5,5,1.0,0.998,1.0,0.880952,0.774775,0.952381
5,28,5,6,1.0,0.998,1.0,0.880952,0.774775,0.928571
5,28,5,7,1.0,0.998,1.0,0.880952,0.774775,0.928571
5,28,5,8,1.0,0.998,1.0,0.880952,0.774775,0.928571
5,28,5,9,1.0,0.998,1.0,0.880952,0.774775,0.928571
5,28,5,10,1.0,0.998,1.0,0.880952,0.774775,0.928571
5,28,5,11,1.0,0.998,1.0,0.880952,0.774775,0.928571
5,28,6,2,1.0,0.998,0.981982,0.904762,0.783784,0.869048
5,28,6,3,1.0,0.998,1.0,0.928571,0.774775,0.952381
5,28,6,4,1.0,0.998,1.0,0.904762,0.774775,0.964286
5,28,6,5,1.0,0.998,1.0,0.880952,0.774775,0.928571
5,28,6,6,1.0,0.998,1.0,0.880952,0.774775,0.928571
5,28,6,7,1.0,0.998,1.0,0.880952,0.774775,0.928571
5,28,6,8,1.0,0.998,1.0,0.880952,0.774775,0.940476
5,28,6,9,1.0,0.998,1.0,0.880952,0.774775,0.940476
5,28,6,10,1.0,0.998,1.0,0.880952,0.774775,0.940476
5,28,6,11,1.0,0.998,1.0,0.880952,0.774775,0.940476
5,28,7,2,1.0,0.998,0.981982,0.904762,0.783784,0.869048
5,28,7,3,1.0,0.998,1.0,0.880952,0.774775,0.952381
5,28,7,4,1.0,0.998,1.0,0.904762,0.774775,0.928571
5,28,7,5,1.0,0.998,1.0,0.880952,0.774775,0.892857
5,28,7,6,1.0,0.998,1.0,0.857143,0.774775,0.880952
5,28,7,7,1.0,0.998,1.0,0.880952,0.774775,0.904762
5,28,7,8,1.0,0.998,1.0,0.857143,0.774775,0.857143
5,28,7,9,1.0,0.998,1.0,0.857143,0.774775,0.857143
5,28,7,10,1.0,0.998,1.0,0.857143,0.774775,0.857143
5,28,7,11,1.0,0.998,1.0,0.857143,0.774775,0.857143
5,28,8,2,1.0,0.998,0.981982,0.928571,0.774775,0.940476
5,28,8,3,1.0,0.998,1.0,0.880952,0.774775,0.904762
5,28,8,4,1.0,0.998,1.0,0.880952,0.774775,0.940476
5,28,8,5,1.0,0.998,1.0,0.880952,0.774775,0.940476
5,28,8,6,1.0,0.998,1.0,0.880952,0.774775,0.928571
5,28,8,7,1.0,0.998,1.0,0.904762,0.774775,0.940476
5,28,8,8,1.0,0.998,1.0,0.904762,0.774775,0.940476
5,28,8,9,1.0,0.998,1.0,0.904762,0.774775,0.916667
5,28,8,10,1.0,0.998,1.0,0.904762,0.774775,0.916667
5,28,8,11,1.0,0.998,1.0,0.904762,0.774775,0.916667
5,28,9,2,1.0,0.998,0.981982,0.928571,0.774775,0.97619
5,28,9,3,1.0,0.998,1.0,0.880952,0.774775,0.892857
5,28,9,4,1.0,0.998,1.0,0.904762,0.774775,0.940476
5,28,9,5,1.0,0.998,1.0,0.880952,0.774775,0.928571
5,28,9,6,1.0,0.998,1.0,0.880952,0.774775,0.940476
5,28,9,7,1.0,0.998,1.0,0.880952,0.774775,0.940476
5,28,9,8,1.0,0.998,1.0,0.880952,0.774775,0.940476
5,28,9,9,1.0,0.998,1.0,0.880952,0.774775,0.916667
5,28,9,10,1.0,0.998,1.0,0.880952,0.774775,0.916667
5,28,9,11,1.0,0.998,1.0,0.880952,0.774775,0.916667
5,28,10,2,1.0,0.998,0.981982,0.928571,0.774775,0.97619
5,28,10,3,1.0,0.998,1.0,0.880952,0.774775,0.892857
5,28,10,4,1.0,0.998,1.0,0.904762,0.774775,0.904762
5,28,10,5,1.0,0.998,1.0,0.880952,0.774775,0.904762
5,28,10,6,1.0,0.998,1.0,0.880952,0.774775,0.940476
5,28,10,7,1.0,0.998,1.0,0.880952,0.774775,0.940476
5,28,10,8,1.0,0.998,1.0,0.880952,0.774775,0.892857
5,28,10,9,1.0,0.998,1.0,0.880952,0.774775,0.940476
5,28,10,10,1.0,0.998,1.0,0.880952,0.774775,0.940476
5,28,10,11,1.0,0.998,1.0,0.880952,0.774775,0.940476
5,28,11,2,1.0,0.998,1.0,0.928571,0.783784,0.928571
5,28,11,3,1.0,0.998,1.0,0.904762,0.774775,0.916667
5,28,11,4,1.0,0.998,1.0,0.904762,0.774775,0.964286
5,28,11,5,1.0,0.998,1.0,0.880952,0.774775,0.904762
5,28,11,6,1.0,0.998,1.0,0.880952,0.774775,0.940476
5,28,11,7,1.0,0.998,1.0,0.880952,0.774775,0.940476
5,28,11,8,1.0,0.998,1.0,0.880952,0.774775,0.904762
5,28,11,9,1.0,0.998,1.0,0.880952,0.774775,0.940476
5,28,11,10,1.0,0.998,1.0,0.880952,0.774775,0.940476
5,28,11,11,1.0,0.998,1.0,0.880952,0.774775,0.940476
5,28,12,2,1.0,0.998,1.0,0.928571,0.783784,0.988095
5,28,12,3,1.0,0.998,1.0,0.904762,0.774775,1.0
5,28,12,4,1.0,0.998,1.0,0.880952,0.774775,0.916667
5,28,12,5,1.0,0.998,1.0,0.904762,0.774775,0.964286
5,28,12,6,1.0,0.998,1.0,0.928571,0.774775,0.988095
5,28,12,7,1.0,0.998,1.0,0.904762,0.774775,1.011905
5,28,12,8,1.0,0.998,1.0,0.904762,0.774775,0.988095
5,28,12,9,1.0,0.998,1.0,0.904762,0.774775,1.011905
5,28,12,10,1.0,0.998,1.0,0.904762,0.774775,1.011905
5,28,12,11,1.0,0.998,1.0,0.904762,0.774775,1.011905
5,32,5,2,1.0,0.998,1.0,0.928571,0.783784,0.916667
5,32,5,3,1.0,0.998,1.0,0.904762,0.774775,0.928571
5,32,5,4,1.0,0.998,1.0,0.904762,0.774775,0.916667
5,32,5,5,1.0,0.998,1.0,0.904762,0.774775,0.892857
5,32,5,6,1.0,0.998,1.0,0.904762,0.774775,0.916667
5,32,5,7,1.0,0.998,1.0,0.880952,0.774775,0.857143
5,32,5,8,1.0,0.998,1.0,0.904762,0.774775,0.869048
5,32,5,9,1.0,0.998,1.0,0.904762,0.774775,0.869048
5,32,5,10,1.0,0.998,1.0,0.904762,0.774775,0.869048
5,32,5,11,1.0,0.998,1.0,0.904762,0.774775,0.869048
5,32,6,2,1.0,0.998,1.0,0.904762,0.783784,0.869048
5,32,6,3,1.0,0.998,1.0,0.904762,0.774775,0.928571
5,32,6,4,1.0,0.998,1.0,0.904762,0.774775,0.892857
5,32,6,5,1.0,0.998,1.0,0.904762,0.774775,0.904762
5,32,6,6,1.0,0.998,1.0,0.880952,0.774775,0.833333
5,32,6,7,1.0,0.998,1.0,0.880952,0.774775,0.845238
5,32,6,8,1.0,0.998,1.0,0.904762,0.774775,0.857143
5,32,6,9,1.0,0.998,1.0,0.904762,0.774775,0.857143
5,32,6,10,1.0,0.998,1.0,0.904762,0.774775,0.857143
5,32,6,11,1.0,0.998,1.0,0.904762,0.774775,0.857143
5,32,7,2,1.0,0.998,1.0,0.904762,0.783784,0.869048
5,32,7,3,1.0,0.998,1.0,0.904762,0.774775,0.928571
5,32,7,4,1.0,0.998,1.0,0.904762,0.774775,0.904762
5,32,7,5,1.0,0.998,1.0,0.880952,0.774775,0.821429
5,32,7,6,1.0,0.998,1.0,0.904762,0.774775,0.892857
5,32,7,7,1.0,0.998,1.0,0.880952,0.774775,0.797619
5,32,7,8,1.0,0.998,1.0,0.928571,0.774775,0.845238
5,32,7,9,1.0,0.998,1.0,0.928571,0.774775,0.845238
5,32,7,10,1.0,0.998,1.0,0.928571,0.774775,0.845238
5,32,7,11,1.0,0.998,1.0,0.928571,0.774775,0.845238
5,32,8,2,1.0,0.998,0.981982,0.904762,0.765766,0.845238
5,32,8,3,1.0,0.998,1.0,0.904762,0.774775,0.928571
5,32,8,4,1.0,0.998,1.0,0.928571,0.774775,0.928571
5,32,8,5,1.0,0.998,1.0,0.880952,0.774775,0.880952
5,32,8,6,1.0,0.998,1.0,0.904762,0.774775,0.892857
5,32,8,7,1.0,0.998,1.0,0.928571,0.774775,0.833333
5,32,8,8,1.0,0.998,1.0,0.928571,0.774775,0.869048
5,32,8,9,1.0,0.998,1.0,0.928571,0.774775,0.869048
5,32,8,10,1.0,0.998,1.0,0.928571,0.774775,0.869048
5,32,8,11,1.0,0.998,1.0,0.928571,0.774775,0.869048
5,32,9,2,1.0,0.998,1.0,0.928571,0.783784,0.892857
5,32,9,3,1.0,0.998,1.0,0.904762,0.774775,0.880952
5,32,9,4,1.0,0.998,1.0,0.928571,0.774775,0.964286
5,32,9,5,1.0,0.998,1.0,0.904762,0.774775,0.857143
5,32,9,6,1.0,0.998,1.0,0.904762,0.774775,0.892857
5,32,9,7,1.0,0.998,1.0,0.904762,0.774775,0.892857
5,32,9,8,1.0,0.998,1.0,0.904762,0.774775,0.892857
5,32,9,9,1.0,0.998,1.0,0.904762,0.774775,0.892857
5,32,9,10,1.0,0.998,1.0,0.904762,0.774775,0.892857
5,32,9,11,1.0,0.998,1.0,0.904762,0.774775,0.892857
5,32,10,2,1.0,0.998,1.0,0.928571,0.783784,0.892857
5,32,10,3,1.0,0.998,1.0,0.904762,0.774775,0.880952
5,32,10,4,1.0,0.998,1.0,0.928571,0.774775,0.964286
5,32,10,5,1.0,0.998,1.0,0.904762,0.774775,0.880952
5,32,10,6,1.0,0.998,1.0,0.904762,0.774775,0.904762
5,32,10,7,1.0,0.998,1.0,0.904762,0.774775,0.892857
5,32,10,8,1.0,0.998,1.0,0.904762,0.774775,0.845238
5,32,10,9,1.0,0.998,1.0,0.904762,0.774775,0.857143
5,32,10,10,1.0,0.998,1.0,0.904762,0.774775,0.857143
5,32,10,11,1.0,0.998,1.0,0.904762,0.774775,0.857143
5,32,11,2,1.0,0.998,0.981982,0.928571,0.765766,0.940476
5,32,11,3,1.0,0.998,1.0,0.904762,0.774775,0.869048
5,32,11,4,1.0,0.998,1.0,0.904762,0.774775,0.928571
5,32,11,5,1.0,0.998,1.0,0.880952,0.774775,0.880952
5,32,11,6,1.0,0.998,1.0,0.904762,0.774775,0.857143
5,32,11,7,1.0,0.998,1.0,0.904762,0.774775,0.880952
5,32,11,8,1.0,0.998,1.0,0.904762,0.774775,0.892857
5,32,11,9,1.0,0.998,1.0,0.904762,0.774775,0.880952
5,32,11,10,1.0,0.998,1.0,0.904762,0.774775,0.880952
5,32,11,11,1.0,0.998,1.0,0.904762,0.774775,0.880952
5,32,12,2,1.0,0.998,1.0,0.904762,0.783784,0.892857
5,32,12,3,1.0,0.998,1.0,0.904762,0.774775,0.869048
5,32,12,4,1.0,0.998,1.0,0.928571,0.774775,0.940476
5,32,12,5,1.0,0.998,1.0,0.880952,0.774775,0.904762
5,32,12,6,1.0,0.998,1.0,0.904762,0.774775,0.952381
5,32,12,7,1.0,0.998,1.0,0.904762,0.774775,0.857143
5,32,12,8,1.0,0.998,1.0,0.904762,0.774775,0.892857
5,32,12,9,1.0,0.998,1.0,0.904762,0.774775,0.880952
5,32,12,10,1.0,0.998,1.0,0.904762,0.774775,0.880952
5,32,12,11,1.0,0.998,1.0,0.904762,0.774775,0.880952
5,36,5,2,1.0,0.998,1.0,0.880952,0.783784,0.821429
5,36,5,3,1.0,0.998,1.0,0.928571,0.774775,0.928571
5,36,5,4,1.0,0.998,1.0,0.880952,0.774775,0.952381
5,36,5,5,1.0,0.998,1.0,0.833333,0.774775,0.880952
5,36,5,6,1.0,0.998,1.0,0.833333,0.774775,0.857143
5,36,5,7,1.0,0.998,1.0,0.880952,0.774775,0.904762
5,36,5,8,1.0,0.998,1.0,0.904762,0.774775,0.916667
5,36,5,9,1.0,0.998,1.0,0.904762,0.774775,0.916667
5,36,5,10,1.0,0.998,1.0,0.904762,0.774775,0.916667
5,36,5,11,1.0,0.998,1.0,0.904762,0.774775,0.916667
5,36,6,2,1.0,0.998,1.0,0.880952,0.783784,0.821429
5,36,6,3,1.0,0.998,1.0,0.928571,0.774775,0.869048
5,36,6,4,1.0,0.998,1.0,0.880952,0.774775,0.916667
5,36,6,5,1.0,0.997,1.0,0.833333,0.774775,0.869048
5,36,6,6,1.0,0.998,1.0,0.833333,0.774775,0.821429
5,36,6,7,1.0,0.998,1.0,0.880952,0.774775,0.916667
5,36,6,8,1.0,0.998,1.0,0.880952,0.774775,0.904762
5,36,6,9,1.0,0.998,1.0,0.880952,0.774775,0.904762
5,36,6,10,1.0,0.998,1.0,0.880952,0.774775,0.904762
5,36,6,11,1.0,0.998,1.0,0.880952,0.774775,0.904762
5,36,7,2,1.0,0.998,1.0,0.857143,0.783784,0.809524
5,36,7,3,1.0,0.998,1.0,0.904762,0.774775,0.880952
5,36,7,4,1.0,0.998,1.0,0.857143,0.774775,0.880952
5,36,7,5,1.0,0.998,1.0,0.833333,0.774775,0.857143
5,36,7,6,1.0,0.998,1.0,0.857143,0.774775,0.857143
5,36,7,7,1.0,0.998,1.0,0.880952,0.774775,0.928571
5,36,7,8,1.0,0.998,1.0,0.833333,0.774775,0.845238
5,36,7,9,1.0,0.998,1.0,0.833333,0.774775,0.845238
5,36,7,10,1.0,0.998,1.0,0.833333,0.774775,0.845238
5,36,7,11,1.0,0.998,1.0,0.833333,0.774775,0.845238
5,36,8,2,1.0,0.998,1.0,0.928571,0.783784,0.940476
5,36,8,3,1.0,0.998,1.0,0.928571,0.774775,0.964286
5,36,8,4,1.0,0.998,1.0,0.928571,0.774775,0.97619
5,36,8,5,1.0,0.998,1.0,0.952381,0.774775,0.97619
5,36,8,6,1.0,0.998,1.0,0.928571,0.774775,1.02381
5,36,8,7,1.0,0.998,1.0,0.928571,0.774775,0.940476
5,36,8,8,1.0,0.998,1.0,0.928571,0.774775,0.988095
5,36,8,9,1.0,0.998,1.0,0.928571,0.774775,0.988095
5,36,8,10,1.0,0.998,1.0,0.928571,0.774775,0.988095
5,36,8,11,1.0,0.998,1.0,0.928571,0.774775,0.988095
5,36,9,2,1.0,0.998,1.0,0.928571,0.783784,0.940476
5,36,9,3,1.0,0.998,1.0,0.928571,0.774775,0.928571
5,36,9,4,1.0,0.998,1.0,0.928571,0.774775,0.940476
5,36,9,5,1.0,0.998,1.0,0.904762,0.774775,0.892857
5,36,9,6,1.0,0.998,1.0,0.952381,0.774775,1.011905
5,36,9,7,1.0,0.998,1.0,0.928571,0.774775,0.952381
5,36,9,8,1.0,0.998,1.0,0.928571,0.774775,0.964286
5,36,9,9,1.0,0.998,1.0,0.928571,0.774775,0.964286
5,36,9,10,1.0,0.998,1.0,0.928571,0.774775,0.964286
5,36,9,11,1.0,0.998,1.0,0.928571,0.774775,0.964286
5,36,10,2,1.0,0.998,1.0,0.928571,0.783784,0.916667
5,36,10,3,1.0,0.998,1.0,0.928571,0.774775,1.0
5,36,10,4,1.0,0.998,1.0,0.928571,0.774775,0.97619
5,36,10,5,1.0,0.998,1.0,0.928571,0.774775,0.952381
5,36,10,6,1.0,0.998,1.0,0.928571,0.774775,0.988095
5,36,10,7,1.0,0.998,1.0,0.928571,0.774775,0.940476
5,36,10,8,1.0,0.998,1.0,0.928571,0.774775,0.940476
5,36,10,9,1.0,0.998,1.0,0.928571,0.774775,0.940476
5,36,10,10,1.0,0.998,1.0,0.928571,0.774775,0.940476
5,36,10,11,1.0,0.998,1.0,0.928571,0.774775,0.940476
5,36,11,2,1.0,0.998,1.0,0.928571,0.783784,0.940476
5,36,11,3,1.0,0.998,1.0,0.928571,0.774775,0.928571
5,36,11,4,1.0,0.998,1.0,0.928571,0.774775,0.952381
5,36,11,5,1.0,0.998,1.0,0.928571,0.774775,0.916667
5,36,11,6,1.0,0.998,1.0,0.928571,0.774775,0.97619
5,36,11,7,1.0,0.998,1.0,0.928571,0.774775,0.988095
5,36,11,8,1.0,0.998,1.0,0.928571,0.774775,0.964286
5,36,11,9,1.0,0.998,1.0,0.928571,0.774775,0.964286
5,36,11,10,1.0,0.998,1.0,0.928571,0.774775,0.964286
5,36,11,11,1.0,0.998,1.0,0.928571,0.774775,0.964286
5,36,12,2,1.0,0.998,1.0,0.928571,0.783784,0.928571
5,36,12,3,1.0,0.998,1.0,0.928571,0.774775,0.880952
5,36,12,4,1.0,0.998,1.0,0.904762,0.774775,0.904762
5,36,12,5,1.0,0.998,1.0,0.904762,0.774775,0.892857
5,36,12,6,1.0,0.998,1.0,0.904762,0.774775,0.880952
5,36,12,7,1.0,0.998,1.0,0.952381,0.774775,0.964286
5,36,12,8,1.0,0.998,1.0,0.928571,0.774775,0.964286
5,36,12,9,1.0,0.998,1.0,0.928571,0.774775,0.964286
5,36,12,10,1.0,0.998,1.0,0.928571,0.774775,0.964286
5,36,12,11,1.0,0.998,1.0,0.928571,0.774775,0.964286
5,40,5,2,1.0,0.998,0.981982,0.880952,0.765766,0.869048
5,40,5,3,1.0,0.998,1.0,0.904762,0.774775,0.964286
5,40,5,4,1.0,0.998,1.0,0.904762,0.774775,0.928571
5,40,5,5,1.0,0.998,1.0,0.880952,0.774775,0.880952
5,40,5,6,1.0,0.997,1.0,0.880952,0.774775,0.964286
5,40,5,7,1.0,0.998,1.0,0.880952,0.774775,0.964286
5,40,5,8,1.0,0.997,1.0,0.857143,0.774775,0.916667
5,40,5,9,1.0,0.997,1.0,0.857143,0.774775,0.916667
5,40,5,10,1.0,0.997,1.0,0.857143,0.774775,0.916667
5,40,5,11,1.0,0.997,1.0,0.857143,0.774775,0.916667
5,40,6,2,1.0,0.998,0.981982,0.857143,0.765766,0.880952
5,40,6,3,1.0,0.998,1.0,0.880952,0.774775,0.892857
5,40,6,4,1.0,0.998,1.0,0.880952,0.774775,0.880952
5,40,6,5,1.0,0.998,1.0,0.880952,0.774775,0.892857
5,40,6,6,1.0,0.998,1.0,0.880952,0.774775,0.928571
5,40,6,7,1.0,0.998,1.0,0.857143,0.774775,0.880952
5,40,6,8,1.0,0.998,1.0,0.880952,0.774775,0.928571
5,40,6,9,1.0,0.998,1.0,0.880952,0.774775,0.928571
5,40,6,10,1.0,0.998,1.0,0.880952,0.774775,0.928571
5,40,6,11,1.0,0.998,1.0,0.880952,0.774775,0.928571
5,40,7,2,1.0,0.998,0.981982,0.857143,0.765766,0.880952
5,40,7,3,1.0,0.998,1.0,0.880952,0.774775,0.892857
5,40,7,4,1.0,0.998,1.0,0.880952,0.774775,0.857143
5,40,7,5,1.0,0.998,1.0,0.880952,0.774775,0.904762
5,40,7,6,1.0,0.998,1.0,0.880952,0.774775,0.928571
5,40,7,7,1.0,0.998,1.0,0.880952,0.774775,0.952381
5,40,7,8,1.0,0.998,1.0,0.880952,0.774775,0.928571
5,40,7,9,1.0,0.998,1.0,0.880952,0.774775,0.928571
5,40,7,10,1.0,0.998,1.0,0.880952,0.774775,0.928571
5,40,7,11,1.0,0.998,1.0,0.880952,0.774775,0.928571
5,40,8,2,1.0,0.998,1.0,0.904762,0.783784,0.904762
5,40,8,3,1.0,0.998,1.0,0.880952,0.774775,0.869048
5,40,8,4,1.0,0.998,1.0,0.904762,0.774775,0.928571
5,40,8,5,1.0,0.998,1.0,0.880952,0.774775,0.833333
5,40,8,6,1.0,0.998,1.0,0.880952,0.774775,0.845238
5,40,8,7,1.0,0.998,1.0,0.880952,0.774775,0.880952
5,40,8,8,1.0,0.998,1.0,0.880952,0.774775,0.904762
5,40,8,9,1.0,0.998,1.0,0.880952,0.774775,0.904762
5,40,8,10,1.0,0.998,1.0,0.880952,0.774775,0.904762
5,40,8,11,1.0,0.998,1.0,0.880952,0.774775,0.904762
5,40,9,2,1.0,0.998,1.0,0.952381,0.774775,0.928571
5,40,9,3,1.0,0.998,1.0,0.928571,0.774775,0.880952
5,40,9,4,1.0,0.998,1.0,0.928571,0.774775,0.940476
5,40,9,5,1.0,0.998,1.0,0.904762,0.774775,0.892857
5,40,9,6,1.0,0.998,1.0,0.904762,0.774775,0.892857
5,40,9,7,1.0,0.998,1.0,0.904762,0.774775,0.892857
5,40,9,8,1.0,0.998,1.0,0.904762,0.774775,0.940476
5,40,9,9,1.0,0.998,1.0,0.904762,0.774775,0.940476
5,40,9,10,1.0,0.998,1.0,0.904762,0.774775,0.940476
5,40,9,11,1.0,0.998,1.0,0.904762,0.774775,0.940476
5,40,10,2,1.0,0.998,1.0,0.928571,0.774775,0.904762
5,40,10,3,1.0,0.998,1.0,0.904762,0.774775,0.869048
5,40,10,4,1.0,0.998,1.0,0.928571,0.774775,0.904762
5,40,10,5,1.0,0.998,1.0,0.904762,0.774775,0.904762
5,40,10,6,1.0,0.998,1.0,0.904762,0.774775,0.880952
5,40,10,7,1.0,0.998,1.0,0.904762,0.774775,0.916667
5,40,10,8,1.0,0.998,1.0,0.928571,0.774775,0.928571
