Packetlevel,Neighbour,Component,Depth,Train_AUC,Test_AUC,Train_TPR,Test_TPR,Train_FPR,Test_FPR
4,36,11,4,1.0,0.998,1.0,0.928571,0.774775,0.97619
4,36,11,5,1.0,0.998,1.0,0.928571,0.774775,1.02381
4,36,11,6,1.0,0.998,1.0,0.904762,0.774775,0.964286
4,36,11,7,1.0,0.998,1.0,0.857143,0.774775,0.928571
4,36,11,8,1.0,0.998,1.0,0.880952,0.774775,0.952381
4,36,11,9,1.0,0.998,1.0,0.880952,0.774775,0.952381
4,36,11,10,1.0,0.998,1.0,0.880952,0.774775,0.952381
4,36,11,11,1.0,0.998,1.0,0.880952,0.774775,0.952381
4,36,12,2,1.0,0.998,1.0,0.952381,0.783784,0.940476
4,36,12,3,1.0,0.998,1.0,0.952381,0.774775,0.988095
4,36,12,4,1.0,0.998,1.0,0.928571,0.774775,0.964286
4,36,12,5,1.0,0.998,1.0,0.904762,0.774775,1.011905
4,36,12,6,1.0,0.998,1.0,0.928571,0.774775,1.0
4,36,12,7,1.0,0.998,1.0,0.857143,0.774775,0.928571
4,36,12,8,1.0,0.998,1.0,0.880952,0.774775,0.964286
4,36,12,9,1.0,0.998,1.0,0.880952,0.774775,0.964286
4,36,12,10,1.0,0.998,1.0,0.880952,0.774775,0.964286
4,36,12,11,1.0,0.998,1.0,0.880952,0.774775,0.964286
4,40,5,2,1.0,0.997,1.0,0.880952,0.783784,0.952381
4,40,5,3,1.0,0.997,1.0,0.880952,0.774775,0.97619
4,40,5,4,1.0,0.997,1.0,0.880952,0.774775,0.916667
4,40,5,5,1.0,0.997,1.0,0.880952,0.774775,0.952381
4,40,5,6,1.0,0.997,1.0,0.880952,0.774775,0.964286
4,40,5,7,1.0,0.997,1.0,0.880952,0.774775,0.964286
4,40,5,8,1.0,0.997,1.0,0.880952,0.774775,0.964286
4,40,5,9,1.0,0.997,1.0,0.880952,0.774775,0.964286
4,40,5,10,1.0,0.997,1.0,0.880952,0.774775,0.964286
4,40,5,11,1.0,0.997,1.0,0.880952,0.774775,0.964286
4,40,6,2,1.0,0.997,1.0,0.880952,0.783784,0.940476
4,40,6,3,1.0,0.997,1.0,0.904762,0.774775,0.97619
4,40,6,4,1.0,0.997,1.0,0.904762,0.774775,0.892857
4,40,6,5,1.0,0.997,1.0,0.880952,0.774775,0.880952
4,40,6,6,1.0,0.997,1.0,0.880952,0.774775,0.880952
4,40,6,7,1.0,0.997,1.0,0.880952,0.774775,0.880952
4,40,6,8,1.0,0.997,1.0,0.880952,0.774775,0.880952
4,40,6,9,1.0,0.997,1.0,0.880952,0.774775,0.880952
4,40,6,10,1.0,0.997,1.0,0.880952,0.774775,0.880952
4,40,6,11,1.0,0.997,1.0,0.880952,0.774775,0.880952
4,40,7,2,1.0,0.997,1.0,0.880952,0.783784,0.916667
4,40,7,3,1.0,0.997,1.0,0.904762,0.774775,0.952381
4,40,7,4,1.0,0.997,1.0,0.904762,0.774775,0.892857
4,40,7,5,1.0,0.997,1.0,0.904762,0.774775,0.928571
4,40,7,6,1.0,0.997,1.0,0.904762,0.774775,0.928571
4,40,7,7,1.0,0.997,1.0,0.880952,0.774775,0.904762
4,40,7,8,1.0,0.997,1.0,0.880952,0.774775,0.904762
4,40,7,9,1.0,0.997,1.0,0.880952,0.774775,0.904762
4,40,7,10,1.0,0.997,1.0,0.880952,0.774775,0.904762
4,40,7,11,1.0,0.997,1.0,0.880952,0.774775,0.904762
4,40,8,2,1.0,0.997,1.0,0.880952,0.783784,0.916667
4,40,8,3,1.0,0.997,1.0,0.904762,0.774775,0.928571
4,40,8,4,1.0,0.997,1.0,0.904762,0.774775,0.892857
4,40,8,5,1.0,0.997,1.0,0.904762,0.774775,0.928571
4,40,8,6,1.0,0.997,1.0,0.904762,0.774775,0.928571
4,40,8,7,1.0,0.997,1.0,0.880952,0.774775,0.904762
4,40,8,8,1.0,0.997,1.0,0.880952,0.774775,0.904762
4,40,8,9,1.0,0.997,1.0,0.880952,0.774775,0.904762
4,40,8,10,1.0,0.997,1.0,0.880952,0.774775,0.904762
4,40,8,11,1.0,0.997,1.0,0.880952,0.774775,0.904762
4,40,9,2,1.0,0.997,1.0,0.880952,0.783784,0.916667
4,40,9,3,1.0,0.997,1.0,0.904762,0.774775,0.940476
4,40,9,4,1.0,0.997,1.0,0.928571,0.774775,0.916667
4,40,9,5,1.0,0.997,1.0,0.880952,0.774775,0.940476
4,40,9,6,1.0,0.997,1.0,0.904762,0.774775,0.928571
4,40,9,7,1.0,0.997,1.0,0.928571,0.774775,0.97619
4,40,9,8,1.0,0.997,1.0,0.928571,0.774775,0.97619
4,40,9,9,1.0,0.997,1.0,0.928571,0.774775,0.97619
4,40,9,10,1.0,0.997,1.0,0.928571,0.774775,0.97619
4,40,9,11,1.0,0.997,1.0,0.928571,0.774775,0.97619
4,40,10,2,1.0,0.997,1.0,0.880952,0.783784,0.916667
4,40,10,3,1.0,0.997,1.0,0.904762,0.774775,0.928571
4,40,10,4,1.0,0.997,1.0,0.904762,0.774775,0.928571
4,40,10,5,1.0,0.997,1.0,0.880952,0.774775,0.880952
4,40,10,6,1.0,0.997,1.0,0.904762,0.774775,0.928571
4,40,10,7,1.0,0.997,1.0,0.904762,0.774775,0.904762
4,40,10,8,1.0,0.997,1.0,0.904762,0.774775,0.904762
4,40,10,9,1.0,0.997,1.0,0.904762,0.774775,0.904762
4,40,10,10,1.0,0.997,1.0,0.904762,0.774775,0.904762
4,40,10,11,1.0,0.997,1.0,0.904762,0.774775,0.904762
4,40,11,2,1.0,0.997,1.0,0.880952,0.783784,0.916667
4,40,11,3,1.0,0.997,1.0,0.904762,0.774775,0.928571
4,40,11,4,1.0,0.997,1.0,0.904762,0.774775,0.892857
4,40,11,5,1.0,0.997,1.0,0.904762,0.774775,0.904762
4,40,11,6,1.0,0.997,1.0,0.904762,0.774775,0.904762
4,40,11,7,1.0,0.997,1.0,0.880952,0.774775,0.880952
4,40,11,8,1.0,0.997,1.0,0.880952,0.774775,0.880952
4,40,11,9,1.0,0.997,1.0,0.880952,0.774775,0.880952
4,40,11,10,1.0,0.997,1.0,0.880952,0.774775,0.880952
4,40,11,11,1.0,0.997,1.0,0.880952,0.774775,0.880952
4,40,12,2,1.0,0.997,1.0,0.904762,0.801802,0.928571
4,40,12,3,1.0,0.997,1.0,0.904762,0.774775,0.928571
4,40,12,4,1.0,0.997,1.0,0.904762,0.774775,0.892857
4,40,12,5,1.0,0.997,1.0,0.880952,0.774775,0.904762
4,40,12,6,1.0,0.997,1.0,0.904762,0.774775,0.904762
4,40,12,7,1.0,0.997,1.0,0.904762,0.774775,0.928571
4,40,12,8,1.0,0.997,1.0,0.904762,0.774775,0.928571
4,40,12,9,1.0,0.997,1.0,0.904762,0.774775,0.928571
4,40,12,10,1.0,0.997,1.0,0.904762,0.774775,0.928571
4,40,12,11,1.0,0.997,1.0,0.904762,0.774775,0.928571
4,44,5,2,1.0,0.998,1.0,0.97619,0.792793,0.97619
4,44,5,3,1.0,0.998,1.0,0.97619,0.774775,0.964286
4,44,5,4,1.0,0.998,1.0,0.952381,0.774775,0.952381
4,44,5,5,1.0,0.998,1.0,0.928571,0.774775,0.928571
4,44,5,6,1.0,0.998,1.0,0.97619,0.774775,0.964286
4,44,5,7,1.0,0.998,1.0,0.952381,0.774775,0.928571
4,44,5,8,1.0,0.998,1.0,0.952381,0.774775,0.928571
4,44,5,9,1.0,0.998,1.0,0.952381,0.774775,0.928571
4,44,5,10,1.0,0.998,1.0,0.952381,0.774775,0.928571
4,44,5,11,1.0,0.998,1.0,0.952381,0.774775,0.928571
4,44,6,2,1.0,0.998,1.0,0.97619,0.792793,0.97619
4,44,6,3,1.0,0.999,1.0,0.97619,0.774775,0.97619
4,44,6,4,1.0,0.998,1.0,0.97619,0.774775,0.964286
4,44,6,5,1.0,0.998,1.0,0.952381,0.774775,0.964286
4,44,6,6,1.0,0.998,1.0,0.952381,0.774775,0.964286
4,44,6,7,1.0,0.998,1.0,0.952381,0.774775,0.952381
4,44,6,8,1.0,0.998,1.0,0.97619,0.774775,0.97619
4,44,6,9,1.0,0.998,1.0,0.97619,0.774775,0.97619
4,44,6,10,1.0,0.998,1.0,0.97619,0.774775,0.97619
4,44,6,11,1.0,0.998,1.0,0.97619,0.774775,0.97619
4,44,7,2,1.0,0.998,1.0,0.952381,0.792793,0.964286
4,44,7,3,1.0,0.999,1.0,0.97619,0.774775,0.97619
4,44,7,4,1.0,0.998,1.0,0.952381,0.774775,0.952381
4,44,7,5,1.0,0.998,1.0,0.928571,0.774775,0.940476
4,44,7,6,1.0,0.998,1.0,0.928571,0.774775,0.928571
4,44,7,7,1.0,0.998,1.0,0.928571,0.774775,0.916667
4,44,7,8,1.0,0.998,1.0,0.928571,0.774775,0.916667
4,44,7,9,1.0,0.998,1.0,0.928571,0.774775,0.916667
4,44,7,10,1.0,0.998,1.0,0.928571,0.774775,0.916667
4,44,7,11,1.0,0.998,1.0,0.928571,0.774775,0.916667
4,44,8,2,1.0,0.998,1.0,0.97619,0.792793,0.97619
4,44,8,3,1.0,0.999,1.0,0.97619,0.774775,0.964286
4,44,8,4,1.0,0.998,1.0,0.952381,0.774775,0.97619
4,44,8,5,1.0,0.998,1.0,0.904762,0.774775,0.916667
4,44,8,6,1.0,0.998,1.0,0.928571,0.774775,0.928571
4,44,8,7,1.0,0.998,1.0,0.928571,0.774775,0.916667
4,44,8,8,1.0,0.998,1.0,0.928571,0.774775,0.904762
4,44,8,9,1.0,0.998,1.0,0.928571,0.774775,0.904762
4,44,8,10,1.0,0.998,1.0,0.928571,0.774775,0.904762
4,44,8,11,1.0,0.998,1.0,0.928571,0.774775,0.904762
4,44,9,2,1.0,0.998,1.0,0.97619,0.792793,0.964286
4,44,9,3,1.0,0.999,1.0,0.97619,0.774775,0.988095
4,44,9,4,1.0,0.998,1.0,0.952381,0.774775,0.952381
4,44,9,5,1.0,0.998,1.0,0.928571,0.774775,0.940476
4,44,9,6,1.0,0.998,1.0,0.952381,0.774775,0.952381
4,44,9,7,1.0,0.998,1.0,0.952381,0.774775,0.928571
4,44,9,8,1.0,0.998,1.0,0.928571,0.774775,0.928571
4,44,9,9,1.0,0.998,1.0,0.928571,0.774775,0.928571
4,44,9,10,1.0,0.998,1.0,0.928571,0.774775,0.928571
4,44,9,11,1.0,0.998,1.0,0.928571,0.774775,0.928571
4,44,10,2,1.0,0.998,1.0,0.97619,0.792793,0.964286
4,44,10,3,1.0,0.998,1.0,0.952381,0.774775,0.988095
4,44,10,4,1.0,0.998,1.0,0.97619,0.774775,0.988095
4,44,10,5,1.0,0.998,1.0,0.952381,0.774775,0.952381
4,44,10,6,1.0,0.998,1.0,0.952381,0.774775,0.97619
4,44,10,7,1.0,0.998,1.0,0.952381,0.774775,0.940476
4,44,10,8,1.0,0.998,1.0,0.928571,0.774775,0.940476
4,44,10,9,1.0,0.998,1.0,0.928571,0.774775,0.940476
4,44,10,10,1.0,0.998,1.0,0.928571,0.774775,0.940476
4,44,10,11,1.0,0.998,1.0,0.928571,0.774775,0.940476
4,44,11,2,1.0,0.998,1.0,0.97619,0.783784,0.964286
4,44,11,3,1.0,0.998,1.0,0.97619,0.774775,1.011905
4,44,11,4,1.0,0.998,1.0,0.952381,0.774775,0.97619
4,44,11,5,1.0,0.998,1.0,0.904762,0.774775,0.916667
4,44,11,6,1.0,0.998,1.0,0.952381,0.774775,0.952381
4,44,11,7,1.0,0.998,1.0,0.952381,0.774775,0.928571
4,44,11,8,1.0,0.998,1.0,0.952381,0.774775,0.940476
4,44,11,9,1.0,0.998,1.0,0.952381,0.774775,0.940476
4,44,11,10,1.0,0.998,1.0,0.952381,0.774775,0.940476
4,44,11,11,1.0,0.998,1.0,0.952381,0.774775,0.940476
4,44,12,2,1.0,0.998,1.0,0.97619,0.801802,0.964286
4,44,12,3,1.0,0.998,1.0,0.952381,0.774775,0.97619
4,44,12,4,1.0,0.998,1.0,0.952381,0.774775,0.952381
4,44,12,5,1.0,0.998,1.0,0.928571,0.774775,0.940476
4,44,12,6,1.0,0.998,1.0,0.928571,0.774775,0.940476
4,44,12,7,1.0,0.998,1.0,0.928571,0.774775,0.940476
4,44,12,8,1.0,0.998,1.0,0.952381,0.774775,0.952381
4,44,12,9,1.0,0.998,1.0,0.952381,0.774775,0.952381
4,44,12,10,1.0,0.998,1.0,0.952381,0.774775,0.952381
4,44,12,11,1.0,0.998,1.0,0.952381,0.774775,0.952381
4,48,5,2,1.0,0.998,1.0,0.904762,0.783784,0.940476
4,48,5,3,1.0,0.998,1.0,0.904762,0.774775,0.97619
4,48,5,4,1.0,0.998,1.0,0.928571,0.774775,1.0
4,48,5,5,1.0,0.998,1.0,0.904762,0.774775,1.02381
4,48,5,6,1.0,0.998,1.0,0.928571,0.774775,0.928571
4,48,5,7,1.0,0.998,1.0,0.904762,0.774775,0.928571
4,48,5,8,1.0,0.998,1.0,0.904762,0.774775,0.904762
4,48,5,9,1.0,0.998,1.0,0.904762,0.774775,0.904762
4,48,5,10,1.0,0.998,1.0,0.904762,0.774775,0.904762
4,48,5,11,1.0,0.998,1.0,0.904762,0.774775,0.904762
4,48,6,2,1.0,0.998,1.0,0.880952,0.783784,0.916667
4,48,6,3,1.0,0.998,1.0,0.904762,0.774775,0.97619
4,48,6,4,1.0,0.998,1.0,0.928571,0.774775,0.988095
4,48,6,5,1.0,0.998,1.0,0.928571,0.774775,0.952381
4,48,6,6,1.0,0.998,1.0,0.928571,0.774775,0.952381
4,48,6,7,1.0,0.998,1.0,0.952381,0.774775,0.964286
4,48,6,8,1.0,0.998,1.0,0.928571,0.774775,0.940476
4,48,6,9,1.0,0.998,1.0,0.952381,0.774775,0.952381
4,48,6,10,1.0,0.998,1.0,0.952381,0.774775,0.952381
4,48,6,11,1.0,0.998,1.0,0.952381,0.774775,0.952381
4,48,7,2,1.0,0.998,1.0,0.880952,0.783784,0.916667
4,48,7,3,1.0,0.998,1.0,0.904762,0.774775,0.964286
4,48,7,4,1.0,0.998,1.0,0.928571,0.774775,0.940476
4,48,7,5,1.0,0.998,1.0,0.904762,0.774775,0.928571
4,48,7,6,1.0,0.998,1.0,0.904762,0.774775,0.940476
4,48,7,7,1.0,0.998,1.0,0.952381,0.774775,0.964286
4,48,7,8,1.0,0.998,1.0,0.928571,0.774775,0.940476
4,48,7,9,1.0,0.998,1.0,0.952381,0.774775,0.97619
4,48,7,10,1.0,0.998,1.0,0.952381,0.774775,0.97619
4,48,7,11,1.0,0.998,1.0,0.952381,0.774775,0.97619
4,48,8,2,1.0,0.998,1.0,0.880952,0.783784,0.928571
4,48,8,3,1.0,0.998,1.0,0.880952,0.774775,0.952381
4,48,8,4,1.0,0.998,1.0,0.904762,0.774775,0.964286
4,48,8,5,1.0,0.998,1.0,0.928571,0.774775,0.928571
4,48,8,6,1.0,0.998,1.0,0.928571,0.774775,0.928571
4,48,8,7,1.0,0.998,1.0,0.928571,0.774775,0.952381
4,48,8,8,1.0,0.998,1.0,0.952381,0.774775,1.0
4,48,8,9,1.0,0.998,1.0,0.952381,0.774775,0.988095
4,48,8,10,1.0,0.998,1.0,0.952381,0.774775,0.988095
4,48,8,11,1.0,0.998,1.0,0.952381,0.774775,0.988095
4,48,9,2,1.0,0.998,1.0,0.880952,0.783784,0.928571
4,48,9,3,1.0,0.998,1.0,0.880952,0.774775,0.928571
4,48,9,4,1.0,0.998,1.0,0.880952,0.774775,0.940476
4,48,9,5,1.0,0.998,1.0,0.857143,0.774775,0.964286
4,48,9,6,1.0,0.998,1.0,0.857143,0.774775,0.952381
4,48,9,7,1.0,0.998,1.0,0.904762,0.774775,1.0
4,48,9,8,1.0,0.998,1.0,0.928571,0.774775,0.952381
4,48,9,9,1.0,0.998,1.0,0.928571,0.774775,0.952381
4,48,9,10,1.0,0.998,1.0,0.928571,0.774775,0.952381
4,48,9,11,1.0,0.998,1.0,0.928571,0.774775,0.952381
4,48,10,2,1.0,0.998,1.0,0.880952,0.783784,0.928571
4,48,10,3,1.0,0.998,1.0,0.880952,0.774775,0.940476
4,48,10,4,1.0,0.998,1.0,0.904762,0.774775,0.964286
4,48,10,5,1.0,0.998,1.0,0.928571,0.774775,0.988095
4,48,10,6,1.0,0.998,1.0,0.880952,0.774775,0.964286
4,48,10,7,1.0,0.998,1.0,0.880952,0.774775,0.892857
4,48,10,8,1.0,0.998,1.0,0.904762,0.774775,0.97619
4,48,10,9,1.0,0.998,1.0,0.904762,0.774775,0.952381
4,48,10,10,1.0,0.998,1.0,0.904762,0.774775,0.952381
4,48,10,11,1.0,0.998,1.0,0.904762,0.774775,0.952381
4,48,11,2,1.0,0.998,1.0,0.904762,0.783784,0.964286
4,48,11,3,1.0,0.998,1.0,0.904762,0.774775,0.988095
4,48,11,4,1.0,0.998,1.0,0.904762,0.774775,0.97619
4,48,11,5,1.0,0.998,1.0,0.904762,0.774775,0.97619
4,48,11,6,1.0,0.998,1.0,0.928571,0.774775,1.0
4,48,11,7,1.0,0.998,1.0,0.904762,0.774775,1.0
4,48,11,8,1.0,0.998,1.0,0.904762,0.774775,0.97619
4,48,11,9,1.0,0.998,1.0,0.952381,0.774775,0.988095
4,48,11,10,1.0,0.998,1.0,0.952381,0.774775,0.988095
4,48,11,11,1.0,0.998,1.0,0.952381,0.774775,0.988095
4,48,12,2,1.0,0.998,1.0,0.880952,0.783784,0.916667
4,48,12,3,1.0,0.998,1.0,0.904762,0.774775,0.964286
4,48,12,4,1.0,0.998,1.0,0.904762,0.774775,0.964286
4,48,12,5,1.0,0.998,1.0,0.928571,0.774775,0.97619
4,48,12,6,1.0,0.998,1.0,0.928571,0.774775,0.964286
4,48,12,7,1.0,0.998,1.0,0.904762,0.774775,0.952381
4,48,12,8,1.0,0.998,1.0,0.904762,0.774775,0.964286
4,48,12,9,1.0,0.998,1.0,0.928571,0.774775,0.988095
4,48,12,10,1.0,0.998,1.0,0.928571,0.774775,0.988095
4,48,12,11,1.0,0.998,1.0,0.928571,0.774775,0.988095
4,52,5,2,1.0,0.998,0.981982,0.904762,0.765766,0.869048
4,52,5,3,1.0,0.998,1.0,0.904762,0.774775,0.880952
4,52,5,4,1.0,0.998,1.0,0.904762,0.774775,0.916667
4,52,5,5,1.0,0.998,1.0,0.904762,0.774775,0.928571
4,52,5,6,1.0,0.998,1.0,0.904762,0.774775,0.916667
4,52,5,7,1.0,0.998,1.0,0.904762,0.774775,0.916667
4,52,5,8,1.0,0.998,1.0,0.904762,0.774775,0.916667
4,52,5,9,1.0,0.998,1.0,0.904762,0.774775,0.916667
4,52,5,10,1.0,0.998,1.0,0.904762,0.774775,0.916667
4,52,5,11,1.0,0.998,1.0,0.904762,0.774775,0.916667
4,52,6,2,1.0,0.998,1.0,0.928571,0.783784,0.880952
4,52,6,3,1.0,0.998,1.0,0.904762,0.774775,0.880952
4,52,6,4,1.0,0.998,1.0,0.928571,0.774775,0.916667
4,52,6,5,1.0,0.998,1.0,0.904762,0.774775,0.916667
4,52,6,6,1.0,0.998,1.0,0.904762,0.774775,0.916667
4,52,6,7,1.0,0.998,1.0,0.928571,0.774775,0.97619
4,52,6,8,1.0,0.998,1.0,0.928571,0.774775,0.97619
4,52,6,9,1.0,0.998,1.0,0.928571,0.774775,0.97619
4,52,6,10,1.0,0.998,1.0,0.928571,0.774775,0.97619
4,52,6,11,1.0,0.998,1.0,0.928571,0.774775,0.97619
4,52,7,2,1.0,0.998,1.0,0.928571,0.783784,0.869048
4,52,7,3,1.0,0.998,1.0,0.928571,0.774775,0.904762
4,52,7,4,1.0,0.998,1.0,0.928571,0.774775,0.928571
4,52,7,5,1.0,0.998,1.0,0.904762,0.774775,0.940476
4,52,7,6,1.0,0.998,1.0,0.904762,0.774775,0.952381
4,52,7,7,1.0,0.998,1.0,0.904762,0.774775,0.952381
4,52,7,8,1.0,0.998,1.0,0.904762,0.774775,0.952381
4,52,7,9,1.0,0.998,1.0,0.904762,0.774775,0.952381
4,52,7,10,1.0,0.998,1.0,0.904762,0.774775,0.952381
4,52,7,11,1.0,0.998,1.0,0.904762,0.774775,0.952381
4,52,8,2,1.0,0.998,1.0,0.928571,0.783784,0.869048
4,52,8,3,1.0,0.998,1.0,0.928571,0.774775,0.916667
4,52,8,4,1.0,0.998,1.0,0.928571,0.774775,0.916667
4,52,8,5,1.0,0.998,1.0,0.904762,0.774775,0.916667
4,52,8,6,1.0,0.998,1.0,0.904762,0.774775,0.928571
4,52,8,7,1.0,0.998,1.0,0.904762,0.774775,0.940476
4,52,8,8,1.0,0.998,1.0,0.904762,0.774775,0.880952
4,52,8,9,1.0,0.998,1.0,0.904762,0.774775,0.880952
4,52,8,10,1.0,0.998,1.0,0.904762,0.774775,0.880952
4,52,8,11,1.0,0.998,1.0,0.904762,0.774775,0.880952
4,52,9,2,1.0,0.998,1.0,0.928571,0.783784,0.869048
4,52,9,3,1.0,0.998,1.0,0.928571,0.774775,0.904762
4,52,9,4,1.0,0.998,1.0,0.928571,0.774775,0.928571
4,52,9,5,1.0,0.998,1.0,0.880952,0.774775,0.857143
4,52,9,6,1.0,0.998,1.0,0.904762,0.774775,0.940476
4,52,9,7,1.0,0.998,1.0,0.880952,0.774775,0.892857
4,52,9,8,1.0,0.998,1.0,0.904762,0.774775,0.916667
4,52,9,9,1.0,0.998,1.0,0.904762,0.774775,0.916667
4,52,9,10,1.0,0.998,1.0,0.904762,0.774775,0.916667
4,52,9,11,1.0,0.998,1.0,0.904762,0.774775,0.916667
4,52,10,2,1.0,0.998,1.0,0.952381,0.774775,0.880952
4,52,10,3,1.0,0.998,1.0,0.952381,0.774775,0.904762
4,52,10,4,1.0,0.998,1.0,0.904762,0.774775,0.892857
4,52,10,5,1.0,0.998,1.0,0.880952,0.774775,0.880952
4,52,10,6,1.0,0.998,1.0,0.904762,0.774775,0.916667
4,52,10,7,1.0,0.998,1.0,0.880952,0.774775,0.869048
4,52,10,8,1.0,0.998,1.0,0.880952,0.774775,0.869048
4,52,10,9,1.0,0.998,1.0,0.880952,0.774775,0.869048
4,52,10,10,1.0,0.998,1.0,0.880952,0.774775,0.869048
4,52,10,11,1.0,0.998,1.0,0.880952,0.774775,0.869048
4,52,11,2,1.0,0.998,1.0,0.952381,0.774775,0.892857
4,52,11,3,1.0,0.998,1.0,0.952381,0.774775,0.940476
4,52,11,4,1.0,0.998,1.0,0.928571,0.774775,0.916667
4,52,11,5,1.0,0.998,1.0,0.880952,0.774775,0.880952
4,52,11,6,1.0,0.998,1.0,0.880952,0.774775,0.880952
4,52,11,7,1.0,0.998,1.0,0.880952,0.774775,0.869048
4,52,11,8,1.0,0.998,1.0,0.880952,0.774775,0.869048
4,52,11,9,1.0,0.998,1.0,0.880952,0.774775,0.869048
4,52,11,10,1.0,0.998,1.0,0.880952,0.774775,0.869048
4,52,11,11,1.0,0.998,1.0,0.880952,0.774775,0.869048
4,52,12,2,1.0,0.998,1.0,0.952381,0.774775,0.892857
4,52,12,3,1.0,0.998,1.0,0.952381,0.774775,0.916667
4,52,12,4,1.0,0.998,1.0,0.928571,0.774775,0.916667
4,52,12,5,1.0,0.998,1.0,0.880952,0.774775,0.880952
4,52,12,6,1.0,0.998,1.0,0.904762,0.774775,0.904762
4,52,12,7,1.0,0.998,1.0,0.880952,0.774775,0.869048
4,52,12,8,1.0,0.998,1.0,0.904762,0.774775,0.892857
4,52,12,9,1.0,0.998,1.0,0.904762,0.774775,0.892857
4,52,12,10,1.0,0.998,1.0,0.904762,0.774775,0.892857
4,52,12,11,1.0,0.998,1.0,0.904762,0.774775,0.892857
5,20,5,2,1.0,0.998,0.981982,0.880952,0.774775,0.809524
5,20,5,3,1.0,0.998,1.0,0.880952,0.774775,0.892857
5,20,5,4,1.0,0.998,1.0,0.857143,0.774775,0.821429
5,20,5,5,1.0,0.998,1.0,0.857143,0.774775,0.845238
5,20,5,6,1.0,0.998,1.0,0.857143,0.774775,0.869048
5,20,5,7,1.0,0.998,1.0,0.857143,0.774775,0.845238
5,20,5,8,1.0,0.998,1.0,0.857143,0.774775,0.845238
5,20,5,9,1.0,0.998,1.0,0.857143,0.774775,0.845238
5,20,5,10,1.0,0.998,1.0,0.857143,0.774775,0.845238
5,20,5,11,1.0,0.998,1.0,0.857143,0.774775,0.845238
5,20,6,2,1.0,0.998,0.981982,0.880952,0.774775,0.809524
5,20,6,3,1.0,0.998,1.0,0.880952,0.774775,0.904762
5,20,6,4,1.0,0.998,1.0,0.857143,0.774775,0.845238
5,20,6,5,1.0,0.998,1.0,0.857143,0.774775,0.857143
5,20,6,6,1.0,0.998,1.0,0.857143,0.774775,0.857143
5,20,6,7,1.0,0.998,1.0,0.857143,0.774775,0.833333
5,20,6,8,1.0,0.998,1.0,0.857143,0.774775,0.821429
5,20,6,9,1.0,0.998,1.0,0.857143,0.774775,0.821429
5,20,6,10,1.0,0.998,1.0,0.857143,0.774775,0.821429
5,20,6,11,1.0,0.998,1.0,0.857143,0.774775,0.821429
5,20,7,2,1.0,0.998,0.981982,0.880952,0.774775,0.833333
5,20,7,3,1.0,0.998,1.0,0.857143,0.774775,0.857143
5,20,7,4,1.0,0.998,1.0,0.857143,0.774775,0.797619
5,20,7,5,1.0,0.998,1.0,0.857143,0.774775,0.833333
5,20,7,6,1.0,0.998,1.0,0.857143,0.774775,0.821429
5,20,7,7,1.0,0.998,1.0,0.857143,0.774775,0.857143
5,20,7,8,1.0,0.998,1.0,0.857143,0.774775,0.857143
5,20,7,9,1.0,0.998,1.0,0.857143,0.774775,0.857143
5,20,7,10,1.0,0.998,1.0,0.857143,0.774775,0.857143
5,20,7,11,1.0,0.998,1.0,0.857143,0.774775,0.857143
5,20,8,2,1.0,0.998,0.981982,0.880952,0.774775,0.809524
5,20,8,3,1.0,0.998,1.0,0.857143,0.774775,0.857143
5,20,8,4,1.0,0.998,1.0,0.857143,0.774775,0.857143
5,20,8,5,1.0,0.998,1.0,0.857143,0.774775,0.821429
5,20,8,6,1.0,0.998,1.0,0.857143,0.774775,0.845238
5,20,8,7,1.0,0.998,1.0,0.857143,0.774775,0.821429
5,20,8,8,1.0,0.998,1.0,0.857143,0.774775,0.845238
5,20,8,9,1.0,0.998,1.0,0.857143,0.774775,0.845238
5,20,8,10,1.0,0.998,1.0,0.857143,0.774775,0.845238
5,20,8,11,1.0,0.998,1.0,0.857143,0.774775,0.845238
5,20,9,2,1.0,0.998,0.981982,0.904762,0.774775,0.821429
5,20,9,3,1.0,0.998,1.0,0.880952,0.774775,0.904762
5,20,9,4,1.0,0.998,1.0,0.880952,0.774775,0.869048
5,20,9,5,1.0,0.998,1.0,0.880952,0.774775,0.869048
5,20,9,6,1.0,0.998,1.0,0.880952,0.774775,0.857143
5,20,9,7,1.0,0.998,1.0,0.880952,0.774775,0.857143
5,20,9,8,1.0,0.998,1.0,0.880952,0.774775,0.869048
5,20,9,9,1.0,0.998,1.0,0.880952,0.774775,0.869048
5,20,9,10,1.0,0.998,1.0,0.880952,0.774775,0.869048
5,20,9,11,1.0,0.998,1.0,0.880952,0.774775,0.869048
5,20,10,2,1.0,0.998,0.981982,0.904762,0.774775,0.821429
5,20,10,3,1.0,0.998,1.0,0.880952,0.774775,0.869048
5,20,10,4,1.0,0.998,1.0,0.880952,0.774775,0.833333
5,20,10,5,1.0,0.998,1.0,0.880952,0.774775,0.857143
5,20,10,6,1.0,0.998,1.0,0.880952,0.774775,0.845238
5,20,10,7,1.0,0.998,1.0,0.880952,0.774775,0.833333
5,20,10,8,1.0,0.998,1.0,0.880952,0.774775,0.833333
5,20,10,9,1.0,0.998,1.0,0.880952,0.774775,0.833333
5,20,10,10,1.0,0.998,1.0,0.880952,0.774775,0.833333
5,20,10,11,1.0,0.998,1.0,0.880952,0.774775,0.833333
